category,product_name,product_url,base_sku,base_price_text,description,image_urls,base_attributes_json,variation_sku,variation_price,variation_attributes_json
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""4'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""4'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""4'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""5'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""5'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""5'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""6'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""6'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1 3/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00055,$ 23.88,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00055,23.88,"{""attribute_length"": ""6'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1 3/8″ Wood Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-wood-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00054,$ 5.95 – $ 35.71 Price range: $5.95 through $35.71,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'""}",TEG-bbrp-00054,5.95,"{""attribute_length"": ""1'""}"
Wood Window Parts - Other Brands(101),1 3/8″ Wood Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-wood-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00054,$ 5.95 – $ 35.71 Price range: $5.95 through $35.71,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'""}",TEG-bbrp-00054,11.9,"{""attribute_length"": ""2'""}"
Wood Window Parts - Other Brands(101),1 3/8″ Wood Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-wood-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00054,$ 5.95 – $ 35.71 Price range: $5.95 through $35.71,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'""}",TEG-bbrp-00054,17.85,"{""attribute_length"": ""3'""}"
Wood Window Parts - Other Brands(101),1 3/8″ Wood Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-wood-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00054,$ 5.95 – $ 35.71 Price range: $5.95 through $35.71,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'""}",TEG-bbrp-00054,23.81,"{""attribute_length"": ""4'""}"
Wood Window Parts - Other Brands(101),1 3/8″ Wood Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-wood-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00054,$ 5.95 – $ 35.71 Price range: $5.95 through $35.71,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'""}",TEG-bbrp-00054,29.75,"{""attribute_length"": ""5'""}"
Wood Window Parts - Other Brands(101),1 3/8″ Wood Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-3-8-wood-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00054,$ 5.95 – $ 35.71 Price range: $5.95 through $35.71,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'""}",TEG-bbrp-00054,35.71,"{""attribute_length"": ""6'""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,17.66,"{""attribute_length"": ""1'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,17.66,"{""attribute_length"": ""1'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,17.66,"{""attribute_length"": ""1'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,33.58,"{""attribute_length"": ""2'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,33.58,"{""attribute_length"": ""2'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,33.58,"{""attribute_length"": ""2'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,50.79,"{""attribute_length"": ""3'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,50.79,"{""attribute_length"": ""3'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,50.79,"{""attribute_length"": ""3'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,70.18,"{""attribute_length"": ""4'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,70.18,"{""attribute_length"": ""4'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,70.18,"{""attribute_length"": ""4'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,88.35,"{""attribute_length"": ""5'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,88.35,"{""attribute_length"": ""5'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,88.35,"{""attribute_length"": ""5'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,99.29,"{""attribute_length"": ""6'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,99.29,"{""attribute_length"": ""6'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),1″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/1-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00056,$ 17.66 – $ 99.29 Price range: $17.66 through $99.29,,,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00056,99.29,"{""attribute_length"": ""6'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),2R Window Limit Device,https://truthentrygard.com/product/2r-window-limit-device/,N/A,$ 135.88,GOT QUESTIONS?! Contact us: info@truthentrygard.com,,"{""Handing"": ""Left, Right""}",,135.88,"{""attribute_handing"": ""Left""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,13.99,"{""attribute_length"": ""1'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,13.99,"{""attribute_length"": ""1'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,13.99,"{""attribute_length"": ""1'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,28.55,"{""attribute_length"": ""2'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,28.55,"{""attribute_length"": ""2'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,28.55,"{""attribute_length"": ""2'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,45.44,"{""attribute_length"": ""3'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,45.44,"{""attribute_length"": ""3'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,45.44,"{""attribute_length"": ""3'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,52.22,"{""attribute_length"": ""4'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,52.22,"{""attribute_length"": ""4'"", ""attribute_color"": ""Dark Bronze""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,52.22,"{""attribute_length"": ""4'"", ""attribute_color"": ""Sandstone""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,71.44,"{""attribute_length"": ""5'"", ""attribute_color"": ""White""}"
Wood Window Parts - Other Brands(101),7/8″ Aluminum Divided Lite Muntin Bar with Tape,https://truthentrygard.com/product/7-8-aluminum-divided-lite-muntin-bar-with-tape/,TEG-bbrp-00057,$ 13.99 – $ 78.38 Price range: $13.99 through $78.38,"**For questions or concerns, please contact info@truthentrygard.com",,"{""Length"": ""1', 2', 3', 4', 5', 6'"", ""Color"": ""White, Dark Bronze, Sandstone""}",TEG-bbrp-00057,71.44,"{""attribute_length"": ""5'"", ""attribute_color"": ""Dark Bronze""}"
