ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _product_addons_exclude_global","Meta: _product_addons","Meta: _oembed_1dd9ecd72d3b2e4263ffeab4d255f05a","Meta: _oembed_time_1dd9ecd72d3b2e4263ffeab4d255f05a","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Meta: _oembed_a15469c46cc932a1871edc6e49ab3c6d","Meta: _oembed_time_a15469c46cc932a1871edc6e49ab3c6d","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global"
100,variation,,,"Dual Arm Face Mount Style Window Sash Operator - 24"" to 40"" Wide - Right, 40""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,72.88,,,,,,,TEG-bbrp-00016,,,,,,5,,Handing,Right,,0,Sizes,"40""",,0,
101,variation,,,"Dual Arm Face Mount Style Window Sash Operator - 24"" to 40"" Wide - Right, 84""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,72.88,,,,,,,TEG-bbrp-00016,,,,,,6,,Handing,Right,,0,Sizes,"84""",,0,
103,variable,TEG-bbrp-00059,,"Wood Sash Component Parts | Sash Frame ""blank""",1,0,visible,"For questions or concerns, please contact info@truthentrygard.com","Transform your old Wood Windows or Wood/Clad Windows into like-new condition with ease, courtesy of WeFixItUSA. Designed specifically for the DIY enthusiast, our OEM original milled style parts are the perfect solution for refurbishing, rebuilding, repairing, fixing, or upgrading your windows.\n\nCrafted to exact OEM specifications, our Casement Sash Window Frame Parts are meticulously milled to ensure a precise fit and seamless integration with your existing windows. Each component is manufactured from premium ""A Grade"" pine, fir, or other top-grade stock, depending on sizes and availability, guaranteeing both durability and authenticity.\n\nPlease note that our sash frame blanks come in random lengths of 71"" long, providing flexibility to accommodate various window sizes. These blanks are basic components, allowing you to finish them to the required size for your specific project. Please be aware that glass or cladding is not included with these parts.",,,taxable,,1,,,0,0,,,,,0,,,,"Casement Parts, e-Clad Cranks and Handles, Truth® EntryGard® Window Hardware, Wood Sash Parts","Andersen, Anderson, biltbest, BiltBest window parts, blank sash, Caradco parts, casement parts, casement window, clad sash, double hung window parts, Marvin, sash frame, truth hardware, window parts, wood sash, wood sash components",,https://truthentrygard.com/wp-content/uploads/2022/07/Sash_1.jpeg,,,,,,,,,0,,"Lineal Feet",6',1,0,,,,,0
104,variation,,,"Wood Sash Component Parts | Sash Frame ""blank"" - 6'",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90.43,,,,,,,TEG-bbrp-00059,,,,,,1,,"Lineal Feet",6',,0,,,,,
105,variable,"TEG-RF07-Handle & Cover Set",,"Casement Window Parts | Old Roto Crank Handle and Cover",1,0,visible,"For questions or concerns, please contact info@truthentrygard.com","Upgrade your old casement-style windows with our Crank Handle and Cover Set. Available in White, Gold, or Dark Bronze, it provides smooth operation and a fresh look.\n\nCustom colors available by special order.",,,taxable,,1,,,0,0,,,,,0,,,,"Casement Parts","Anderson, biltbest, BiltBest window parts, caradco, Caradco parts, casement parts, casement window, crank and handle, crank handle cover, entrygard, roto crank, truth casements, truth entrygard, truth hardware, window crank, window hardware",,https://truthentrygard.com/wp-content/uploads/2022/07/TR_EG_Old_Style_Handle_Cover_2022-1-copy.jpg,,,,,,,,,0,,Color,"White, Dark Bronze, Gold",1,0,,,,,0
106,variation,,,"Casement Window Parts | Old Roto Crank Handle and Cover - White",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.88,,,,,,,"TEG-RF07-Handle & Cover Set",,,,,,1,,Color,White,,0,,,,,
107,variation,,,"Casement Window Parts | Old Roto Crank Handle and Cover - Dark Bronze",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.88,,,,,,,"TEG-RF07-Handle & Cover Set",,,,,,2,,Color,"Dark Bronze",,0,,,,,
108,variation,,,"Casement Window Parts | Old Roto Crank Handle and Cover - Gold",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.88,,,,,,,"TEG-RF07-Handle & Cover Set",,,,,,3,,Color,Gold,,0,,,,,
109,variable,TEG-bbrp-00038,,"Replacement Casement Wood Sash kit",1,0,visible,"*Prices vary depending on size**\n\nFor questions or concerns please contact info@truthentrygard.com","Revamp your windows with our Replacement Casement Wood Sash Kit. Crafted for DIY ease, it includes primed wood sashes (exterior) and raw (interior). Measuring instructions available, with a 20-day production time.\n\n<strong>**Glass not included**</strong>\n\nCLICK HERE for Replacement Casement Wood Sash Kit measuring instructions.",,,taxable,,1,,,0,0,,,,,0,,,,"Casement Parts, Wood Sash Parts","acadia, andersen wood sash kit, biltbest wood sash, caradco, Caradco parts, caradco window sash, casement parts, columbia, Marvin, Peachtree, sash sit, truth sash kit, window hardware, window parts, wood sash, wood sash kit, wood window kit",,https://truthentrygard.com/wp-content/uploads/2022/07/BiltBest-Replacement-Casement-Wood-Sash-Kit.jpeg,,,,,,,,,0,,Size,"11 1/8"" x 21 1/8"", 11 1/8"" x 27 1/8"", 11 1/8"" x 33 1/8"", 11 1/8"" x 41 1/8"", 11 1/8"" x 47 1/8"", 11 1/8"" x 53 1/8"", 11 1/8"" x 59 1/8"", 11 1/8"" x 65 1/8"", 11 1/8"" x 71 1/8"", 15 1/8"" x 21 1/8"", 15 1/8"" x 27 1/8"", 15 1/8"" x 33 1/8"", 15 1/8"" x 41 1/8"", 15 1/8"" x 47 1/8"", 15 1/8"" x 53 1/8"", 15 1/8"" x 59 1/8"", 15 1/8"" x 65 1/8"", 15 1/8"" x 71 1/8"", 17 1/8"" x 21 1/8"", 17 1/8"" x 27 1/8"", 17 1/8"" x 33 1/8"", 17 1/8"" x 41 1/8"", 17 1/8"" x 47 1/8"", 17 1/8"" x 53 1/8"", 17 1/8"" x 59 1/8"", 17 1/8"" x 65 1/8"", 17 1/8"" x 71 1/8"", 19 1/8"" x 21 1/8"", 19 1/8"" x 27 1/8"", 19 1/8"" x 33 1/8"", 19 1/8"" x 41 1/8"", 19 1/8"" x 47 1/8"", 19 1/8"" x 53 1/8"", 19 1/8"" x 59 1/8"", 19 1/8"" x 65 1/8"", 19 1/8"" x 71 1/8"", 23 1/8"" x 21 1/8"", 23 1/8"" x 27 1/8"", 23 1/8"" x 33 1/8"", 23 1/8"" x 41 1/8"", 23 1/8"" x 47 1/8"", 23 1/8"" x 53 1/8"", 23 1/8"" x 59 1/8"", 23 1/8"" x 65 1/8"", 23 1/8"" x 71 1/8"", 27 1/8"" x 21 1/8"", 27 1/8"" x 27 1/8"", 27 1/8"" x 33 1/8"", 27 1/8"" x 41 1/8"", 27 1/8"" x 47 1/8"", 27 1/8"" x 53 1/8"", 27 1/8"" x 59 1/8"", 27 1/8"" x 65 1/8"", 27 1/8"" x 71 1/8""",1,0,,,,,0
110,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 21 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,5,,Size,"11 1/8"" x 21 1/8""",,0,,,,,
111,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 27 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,6,,Size,"11 1/8"" x 27 1/8""",,0,,,,,
112,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 33 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,7,,Size,"11 1/8"" x 33 1/8""",,0,,,,,
113,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 41 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,8,,Size,"11 1/8"" x 41 1/8""",,0,,,,,
114,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 47 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,9,,Size,"11 1/8"" x 47 1/8""",,0,,,,,
115,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 53 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,10,,Size,"11 1/8"" x 53 1/8""",,0,,,,,
116,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 59 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,11,,Size,"11 1/8"" x 59 1/8""",,0,,,,,
117,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 65 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,12,,Size,"11 1/8"" x 65 1/8""",,0,,,,,
118,variation,,,"Replacement Casement Wood Sash kit - 11 1/8"" x 71 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,13,,Size,"11 1/8"" x 71 1/8""",,0,,,,,
119,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 21 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,14,,Size,"15 1/8"" x 21 1/8""",,0,,,,,
120,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 27 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,15,,Size,"15 1/8"" x 27 1/8""",,0,,,,,
121,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 33 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,16,,Size,"15 1/8"" x 33 1/8""",,0,,,,,
122,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 41 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,17,,Size,"15 1/8"" x 41 1/8""",,0,,,,,
123,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 47 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,18,,Size,"15 1/8"" x 47 1/8""",,0,,,,,
124,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 53 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,19,,Size,"15 1/8"" x 53 1/8""",,0,,,,,
125,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 59 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,20,,Size,"15 1/8"" x 59 1/8""",,0,,,,,
126,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 65 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,21,,Size,"15 1/8"" x 65 1/8""",,0,,,,,
127,variation,,,"Replacement Casement Wood Sash kit - 15 1/8"" x 71 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,22,,Size,"15 1/8"" x 71 1/8""",,0,,,,,
128,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 21 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,23,,Size,"17 1/8"" x 21 1/8""",,0,,,,,
129,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 27 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,24,,Size,"17 1/8"" x 27 1/8""",,0,,,,,
130,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 33 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,25,,Size,"17 1/8"" x 33 1/8""",,0,,,,,
131,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 41 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,26,,Size,"17 1/8"" x 41 1/8""",,0,,,,,
132,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 47 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,27,,Size,"17 1/8"" x 47 1/8""",,0,,,,,
133,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 53 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,28,,Size,"17 1/8"" x 53 1/8""",,0,,,,,
134,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 59 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,29,,Size,"17 1/8"" x 59 1/8""",,0,,,,,
135,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 65 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,30,,Size,"17 1/8"" x 65 1/8""",,0,,,,,
136,variation,,,"Replacement Casement Wood Sash kit - 17 1/8"" x 71 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,31,,Size,"17 1/8"" x 71 1/8""",,0,,,,,
137,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 21 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,32,,Size,"19 1/8"" x 21 1/8""",,0,,,,,
138,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 27 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,33,,Size,"19 1/8"" x 27 1/8""",,0,,,,,
139,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 33 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,34,,Size,"19 1/8"" x 33 1/8""",,0,,,,,
140,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 41 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,35,,Size,"19 1/8"" x 41 1/8""",,0,,,,,
141,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 47 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,36,,Size,"19 1/8"" x 47 1/8""",,0,,,,,
142,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 53 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,37,,Size,"19 1/8"" x 53 1/8""",,0,,,,,
143,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 59 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,38,,Size,"19 1/8"" x 59 1/8""",,0,,,,,
144,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 65 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,39,,Size,"19 1/8"" x 65 1/8""",,0,,,,,
145,variation,,,"Replacement Casement Wood Sash kit - 19 1/8"" x 71 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,40,,Size,"19 1/8"" x 71 1/8""",,0,,,,,
146,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 21 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,41,,Size,"23 1/8"" x 21 1/8""",,0,,,,,
147,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 27 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,42,,Size,"23 1/8"" x 27 1/8""",,0,,,,,
148,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 33 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,43,,Size,"23 1/8"" x 33 1/8""",,0,,,,,
149,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 41 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,44,,Size,"23 1/8"" x 41 1/8""",,0,,,,,
150,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 47 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,45,,Size,"23 1/8"" x 47 1/8""",,0,,,,,
151,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 53 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,46,,Size,"23 1/8"" x 53 1/8""",,0,,,,,
152,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 59 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,47,,Size,"23 1/8"" x 59 1/8""",,0,,,,,
153,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 65 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,48,,Size,"23 1/8"" x 65 1/8""",,0,,,,,
154,variation,,,"Replacement Casement Wood Sash kit - 23 1/8"" x 71 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,49,,Size,"23 1/8"" x 71 1/8""",,0,,,,,
155,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 21 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,50,,Size,"27 1/8"" x 21 1/8""",,0,,,,,
156,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 27 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,51,,Size,"27 1/8"" x 27 1/8""",,0,,,,,
157,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 33 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,52,,Size,"27 1/8"" x 33 1/8""",,0,,,,,
158,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 41 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,53,,Size,"27 1/8"" x 41 1/8""",,0,,,,,
159,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 47 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,54,,Size,"27 1/8"" x 47 1/8""",,0,,,,,
160,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 53 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,1,,Size,"27 1/8"" x 53 1/8""",,0,,,,,
161,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 59 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,2,,Size,"27 1/8"" x 59 1/8""",,0,,,,,
162,variation,,,"Replacement Casement Wood Sash kit - 27 1/8"" x 65 1/8""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,257.40,,,,,,,TEG-bbrp-00038,,,,,,3,,Size,"27 1/8"" x 65 1/8""",,0,,,,,
